OID10174,PID2033,A105,C1199,2020-04-27,4,2182,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10175,PID2054,A107,C1415,2020-05-28,3,127,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10178,PID2041,A100,C1690,2020-12-30,1,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10179,PID2097,A139,C1650,2020-12-17,4,1052,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10181,PID2093,A140,C1658,2020-10-27,3,112,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10185,PID2048,A150,C1329,2020-10-03,2,502,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10189,PID2002,A111,C1590,2020-09-27,1,847,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10190,PID2034,A152,C1206,2020-11-15,2,871,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10192,PID2093,A168,C1251,2020-02-27,1,112,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10193,PID2054,A139,C1679,2020-08-06,2,127,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10194,PID2041,A106,C1417,2020-11-11,1,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10196,PID2083,A129,C1141,2020-06-22,1,2141,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10202,PID2041,A107,C1663,2020-03-28,1,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10203,PID2070,A143,C1112,2020-11-12,1,1671,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10205,PID2042,A168,C1306,2020-12-08,4,203,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10206,PID2054,A107,C1387,2020-02-08,1,127,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10210,PID2051,A164,C1781,2020-02-13,4,1077,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10213,PID2049,A120,C1338,2020-09-26,2,826,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10215,PID2089,A118,C1018,2020-03-09,2,2294,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10216,PID2037,A106,C1077,2020-10-11,4,880,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10221,PID2022,A121,C1705,2020-09-21,1,561,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10222,PID2059,A117,C1168,2020-10-07,1,1494,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10223,PID2036,A135,C1148,2020-08-19,1,1582,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10226,PID2019,A125,C1259,2020-12-11,1,800,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10231,PID2016,A163,C1465,2020-01-21,3,1351,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10233,PID2020,A155,C1387,2020-03-18,3,2005,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10235,PID2006,A124,C1083,2020-11-18,3,1826,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10238,PID2038,A105,C1780,2020-04-26,1,392,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10242,PID2017,A171,C1731,2020-03-29,1,35,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10245,PID2053,A145,C1431,2020-01-23,1,596,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10246,PID2056,A125,C1454,2020-06-25,1,1635,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10247,PID2021,A111,C1507,2020-09-26,3,217,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10256,PID2072,A125,C1310,2020-02-11,1,1887,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10264,PID2042,A161,C1715,2020-08-22,2,203,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10266,PID2027,A153,C1143,2020-08-10,1,2497,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10271,PID2065,A151,C1534,2020-01-17,1,2396,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10274,PID2018,A131,C1365,2020-09-14,1,1972,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10278,PID2054,A160,C1620,2020-03-30,1,127,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10279,PID2049,A140,C1434,2020-12-25,1,826,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10280,PID2098,A131,C1070,2020-06-04,2,1178,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10283,PID2039,A137,C1175,2020-12-31,1,817,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10284,PID2028,A116,C1715,2020-02-02,4,2283,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10291,PID2066,A127,C1499,2020-10-02,3,2091,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10294,PID2006,A121,C1443,2020-12-29,4,1826,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10299,PID2022,A143,C1304,2020-12-29,2,561,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10301,PID2079,A164,C1015,2020-02-22,2,1725,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10305,PID2080,A114,C1095,2020-03-30,3,2353,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10306,PID2032,A150,C1307,2020-11-04,1,1967,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10314,PID2096,A104,C1244,2020-10-25,3,1587,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10319,PID2016,A158,C1094,2020-03-29,1,1351,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10320,PID2016,A128,C1723,2020-09-28,2,1351,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10326,PID2085,A108,C1212,2020-12-27,4,1862,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10328,PID2018,A103,C1110,2020-07-23,3,1972,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10336,PID2088,A155,C1654,2020-11-26,4,603,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10338,PID2037,A129,C1383,2020-01-01,1,880,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10340,PID2086,A166,C1548,2020-02-11,4,123,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10341,PID2059,A155,C1035,2020-09-25,1,1494,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10345,PID2087,A152,C1288,2020-04-26,1,1022,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10347,PID2026,A101,C1304,2020-07-21,2,947,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10348,PID2018,A131,C1019,2020-08-21,2,1972,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10352,PID2084,A120,C1724,2020-10-16,2,1783,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10353,PID2028,A172,C1509,2020-07-28,1,2283,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10356,PID2081,A130,C1671,2020-09-04,3,1566,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10358,PID2044,A120,C1130,2020-06-09,1,886,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10362,PID2071,A169,C1322,2020-01-18,1,136,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10363,PID2031,A108,C1394,2020-05-01,1,1638,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10364,PID2080,A147,C1798,2020-10-27,3,2353,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10365,PID2015,A125,C1679,2020-06-04,1,637,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10367,PID2096,A113,C1751,2020-07-19,1,1587,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10370,PID2011,A132,C1419,2020-07-16,1,530,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10372,PID2063,A140,C1254,2020-01-04,3,1708,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10373,PID2060,A136,C1229,2020-11-29,4,1467,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10377,PID2086,A129,C1124,2020-12-23,2,123,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10378,PID2007,A120,C1174,2020-01-11,1,1405,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10380,PID2076,A110,C1062,2020-01-23,1,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10383,PID2040,A141,C1085,2020-11-12,2,1889,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10390,PID2011,A151,C1422,2020-03-11,3,530,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10395,PID2085,A111,C1402,2020-11-20,1,1862,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10396,PID2044,A116,C1217,2020-04-07,1,886,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10399,PID2084,A103,C1539,2020-10-04,1,1783,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10400,PID2038,A138,C1490,2020-10-18,4,392,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10401,PID2019,A156,C1618,2020-06-29,1,800,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10403,PID2041,A124,C1717,2020-04-23,4,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10408,PID2069,A166,C1742,2020-04-30,1,378,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10413,PID2000,A109,C1345,2020-08-20,1,2241,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10414,PID2043,A170,C1096,2020-10-30,1,545,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10417,PID2090,A151,C1132,2020-10-02,1,1338,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10419,PID2017,A101,C1196,2020-01-13,1,35,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10420,PID2010,A112,C1599,2020-07-27,1,1812,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10421,PID2001,A112,C1041,2020-01-25,1,951,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10423,PID2038,A130,C1446,2020-01-01,4,392,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10425,PID2098,A120,C1682,2020-09-26,1,1178,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10426,PID2088,A147,C1103,2020-04-12,1,603,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10429,PID2014,A162,C1368,2020-07-08,4,1809,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10430,PID2026,A136,C1055,2020-08-19,1,947,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10431,PID2002,A113,C1660,2020-04-09,1,847,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10434,PID2079,A166,C1465,2020-02-01,2,1725,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10438,PID2081,A123,C1330,2020-11-01,2,1566,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10440,PID2020,A116,C1265,2020-02-06,1,2005,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10443,PID2057,A133,C1571,2020-01-04,1,181,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10444,PID2034,A117,C1254,2020-09-15,3,871,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10445,PID2053,A165,C1743,2020-12-31,4,596,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10447,PID2057,A127,C1359,2020-10-04,1,181,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10454,PID2084,A124,C1631,2020-12-27,1,1783,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10462,PID2034,A113,C1188,2020-05-27,1,871,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10464,PID2011,A125,C1330,2020-01-16,1,530,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10465,PID2011,A100,C1076,2020-10-12,1,530,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10466,PID2029,A154,C1126,2020-10-17,2,1848,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10467,PID2040,A162,C1653,2020-09-05,2,1889,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10469,PID2031,A120,C1736,2020-05-13,3,1638,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10474,PID2040,A160,C1031,2020-10-08,1,1889,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10475,PID2084,A154,C1219,2020-07-17,1,1783,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10479,PID2041,A130,C1214,2020-06-25,1,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10480,PID2095,A125,C1213,2020-05-30,4,1743,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10482,PID2052,A152,C1065,2020-06-07,2,1526,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10485,PID2075,A159,C1586,2020-12-20,3,400,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10486,PID2046,A111,C1196,2020-09-18,1,2410,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10487,PID2091,A143,C1654,2020-03-23,3,368,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10488,PID2028,A170,C1169,2020-09-29,1,2283,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10490,PID2089,A169,C1595,2020-04-08,1,2294,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10496,PID2076,A144,C1514,2020-06-01,4,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10498,PID2061,A166,C1647,2020-03-28,1,913,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10499,PID2027,A142,C1793,2020-08-28,3,2497,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10503,PID2009,A105,C1327,2020-09-28,1,584,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10511,PID2095,A128,C1315,2020-09-05,1,1743,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10514,PID2053,A120,C1750,2020-11-19,1,596,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10515,PID2062,A143,C1712,2020-01-16,4,2464,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10517,PID2018,A115,C1759,2020-02-02,3,1972,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10520,PID2015,A166,C1170,2020-05-25,1,637,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10522,PID2055,A148,C1569,2020-05-28,1,2495,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10524,PID2078,A117,C1676,2020-01-31,1,1798,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10529,PID2060,A162,C1524,2020-09-29,3,1467,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10530,PID2052,A132,C1251,2020-10-11,4,1526,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10532,PID2033,A156,C1100,2020-01-27,1,2182,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10535,PID2058,A128,C1268,2020-06-24,1,2257,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10537,PID2073,A124,C1408,2020-01-08,1,95,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10538,PID2016,A130,C1537,2020-11-18,3,1351,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10541,PID2076,A145,C1651,2020-12-19,2,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10542,PID2096,A107,C1011,2020-09-13,4,1587,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10547,PID2080,A113,C1472,2020-05-14,4,2353,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10550,PID2060,A100,C1175,2020-01-14,1,1467,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10552,PID2095,A121,C1466,2020-03-30,1,1743,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10553,PID2065,A155,C1695,2020-03-28,1,2396,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10554,PID2001,A165,C1396,2020-10-06,2,951,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10557,PID2000,A108,C1023,2020-02-22,1,2241,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10559,PID2007,A111,C1575,2020-09-27,3,1405,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10564,PID2005,A143,C1507,2020-11-12,1,684,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10566,PID2031,A110,C1253,2020-01-19,4,1638,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10574,PID2057,A124,C1648,2020-10-04,1,181,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10576,PID2058,A141,C1310,2020-12-14,3,2257,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10578,PID2081,A159,C1131,2020-05-26,1,1566,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10580,PID2080,A115,C1660,2020-05-25,4,2353,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10581,PID2072,A115,C1530,2020-04-16,3,1887,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10586,PID2007,A125,C1701,2020-09-07,2,1405,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10591,PID2018,A131,C1235,2020-10-20,1,1972,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10599,PID2076,A115,C1370,2020-03-08,3,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10600,PID2031,A171,C1066,2020-12-14,4,1638,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10601,PID2083,A169,C1275,2020-03-18,3,2141,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10602,PID2072,A173,C1102,2020-07-23,2,1887,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10604,PID2022,A162,C1653,2020-01-20,1,561,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10606,PID2055,A159,C1077,2020-06-08,1,2495,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10609,PID2058,A119,C1434,2020-06-20,1,2257,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10613,PID2064,A125,C1778,2020-10-20,1,1414,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10616,PID2042,A108,C1442,2020-11-20,3,203,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10622,PID2048,A123,C1235,2020-09-05,4,502,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10625,PID2003,A159,C1435,2020-01-10,2,1783,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10628,PID2034,A127,C1357,2020-12-16,1,871,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10629,PID2011,A129,C1034,2020-01-01,1,530,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10637,PID2051,A170,C1653,2020-11-06,2,1077,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10638,PID2017,A147,C1125,2020-07-31,3,35,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10639,PID2028,A138,C1072,2020-08-08,1,2283,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10642,PID2028,A143,C1499,2020-09-15,3,2283,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10645,PID2086,A155,C1101,2020-03-18,1,123,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10647,PID2080,A133,C1353,2020-01-15,2,2353,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10658,PID2076,A172,C1405,2020-08-31,3,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10660,PID2097,A156,C1651,2020-06-14,1,1052,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10666,PID2032,A158,C1528,2020-07-22,3,1967,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10678,PID2041,A130,C1227,2020-10-29,3,1380,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10679,PID2035,A169,C1719,2020-02-10,2,458,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10680,PID2098,A172,C1296,2020-05-31,3,1178,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10682,PID2058,A139,C1330,2020-04-09,1,2257,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10686,PID2013,A106,C1274,2020-10-20,1,368,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10687,PID2066,A113,C1617,2020-07-23,2,2091,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10697,PID2070,A141,C1050,2020-09-20,4,1671,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10698,PID2021,A157,C1626,2020-07-14,1,217,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10704,PID2076,A123,C1227,2020-07-31,1,1522,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10708,PID2087,A138,C1297,2020-02-09,1,1022,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10709,PID2083,A144,C1473,2020-08-08,3,2141,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10713,PID2025,A142,C1666,2020-05-27,1,667,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10714,PID2081,A131,C1795,2020-11-21,4,1566,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10717,PID2063,A104,C1626,2020-12-11,3,1708,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10718,PID2008,A118,C1352,2020-07-22,4,315,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10721,PID2005,A156,C1195,2020-03-06,3,684,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10728,PID2033,A135,C1027,2020-08-17,1,2182,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10732,PID2062,A169,C1619,2020-07-06,2,2464,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10734,PID2069,A101,C1629,2020-04-03,1,378,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10735,PID2059,A148,C1793,2020-10-03,3,1494,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10736,PID2060,A171,C1641,2020-03-14,3,1467,2024-12-15 09:59:33,2024-12-15 09:59:33
OID10738,PID2004,A170,C1434,2020-07-14,3,1278,2024-12-15 09:59:33,2024-12-15 09:59:33
